User,Rating,Review,Date
Benny Bello,3,sangat baik,2023-10-15 15:34:23
Lathifh_,3,Can you add the Indonesia country? I am Indonesian and want to shop here..,2023-10-08 13:25:53
Hulwah Qanita Adilah,3,"I'm Indonesia citizen, to temu developer please ship the stuff to Indonesia cuz i have no money, apologize me because my English bad :((",2023-08-27 09:03:09
21. SelinYovita,3,Please make one for Indonesia :( I'm dying to shop at temuu,2023-05-09 06:13:30
mariska,3,Can u add Indonesian?,2023-03-25 00:45:29
Kei,3,Do u want my left or my right kidney to add indonesia on the alp,2023-03-19 09:40:14
Sabrina Sulistyaningsih,3,PLEASE ADD AN INDONESIA I REALLY NEED IT,2023-03-17 04:50:44
ya ok,3,"plss Temu, I will give u 5 stars and buy on ur App if u I want to release the one in Indonesia now, I will be so much Happy if it release and support in Indonesia.",2023-03-26 21:38:27
Glxxy,3,"Please so that the package can be sent to Indonesia, I really object and am disappointed because the package from Temu cannot be sent to Indonesia. Well, even though the product is good and the price is cheap, I'm sad because Cannot be shipped to Indonesia. Hopefully the admin or devoloper of this application can provide more advanced updates. Message from our people: hopefully we can provide a better update and we feel scammed .",2024-01-25 23:01:32
Rendy Prasetyo,3,"Plss Add Indonesian Country,I Will Up To 5 Stars",2024-07-27 16:23:25
thepower Offlove,3,Ok sy nak cobe,2024-09-29 01:04:33
Adyno Klaser,3,Anak baru🫣🫣🫣,2024-06-10 11:05:36
Anser Seran,3,Ok,2024-06-11 18:37:29
Azmar bin sisal,3,Ok,2024-07-26 08:54:06
Tarsudi,3,Ok,2024-04-28 19:15:30
arif suwarto,2,"Pilihan negara, bahasa, dan mata uang belum tersedia untuk Indonesia. Tapi kok ini preview aplikasinya udah bahasa 🗿",2024-09-15 04:24:41
Gu Won,2,Tidak bisa bayar menggunakan rupiah harus menggunakan euro lalu harganya sangat mahal jika dibandingkan harga rupiah di Indonesia,2024-09-10 09:05:46
amar,2,"Servernya error mulu, jadi belum sempet make",2024-10-05 15:41:39
khairul azira,2,"kualiti barang dengan harga tidak sesuai atau barang palsu,aku beli speaker harga 275 ringgit yang datang speaker suara radio,penipu",2024-09-21 15:42:07
Nurwan Hasan,2,Tolong dong terjemahan bahasa Indonesia nya,2024-08-15 18:53:58
Rangz Jb,2,"Halo developer, saran saya tambahkan bahasa Indonesia ke aplikasi ini, dan juga konversi harga nilai euro tersebut ke harga rupiah untuk wilayah Indonesia. Agar semakin banyak orang memakai aplikasi ini",2024-06-23 15:41:59
Sarah Adeffa Alfarizi,2,"Dah seneng"" Dapet free 250dolar ada waktu pilih 9 menit udah pilih"" Taunya pas mau co gak ada indo wkwkwk mang sedih.. Dah langsung ku buang bintang ke bawah dan uninstall",2024-06-22 10:26:46
Aku Dimalya,2,Aplikasi tipu. Jgn lah cari untung dgn cara menipu secara muslihat memang otak kalian pandai tapi pandai menyesatkan orang kalian pake otak dajjal.,2024-09-23 22:01:22
AJI,2,Harganya bila di bandingkan dengan tiktok shoop sangat jauh.. kat sini sangat mahal,2024-06-25 20:05:17
Masak Dirumah,2,"Baru mencoba ternyata biasa saja sama juga dengan aplikasi shopping online lainnya, gak ada yang spesial.. tetap lazada yang paling the best menurutku.. ok hapus lagi🙂",2024-06-29 17:19:37
Djatmiko Miko,2,Kenapa di Indonesia belum bisa ya padahal harganya lebih murah,2024-06-11 11:53:42
Rafa Alfahri,2,Maap y setelah d lihat lihat ternyata APK tiktok selama ini yg paling ok.... JD maap y sy delete 🙏,2024-05-15 23:55:41
MEME SINGKAT INDONESIA,2,TOLONG APLIKASI INI MASUKIN KE NEGARA INDONESIA🇮🇩 SECEPATNYA SAYA RASA APLIKASI INI SANGAT MEMBANTU..SAYA AKAN BERIKAN BINTANG 5 JIKA APLIKASINYA SUDAH MASUK KE NEGARA INDONESIA.,2024-07-15 22:17:43
Rio Jefry,2,Mau Belanja disini tdk bisa pakai mata uang indonesia dan aplikasi tdk ada bahasa indonesia sangat disayangkan aplikasinya.,2024-04-14 07:47:42
Rina Masfufah,2,Jangan harap Indonesia masuk list ya🥲😭😂,2024-07-04 16:46:55
Rama Saputra,2,"Kalau sampai msuk di indo gausah di tanya lagi, pasar2 indo pasti bakal lumpuh🥺,",2024-09-23 02:08:02
Surendra 052,2,"Bagaimana cara negara Indonesia membeli, tidak ada pilihan negara Indonesia",2024-06-13 07:12:51
Erwin Jm,2,Region Indonesia tidak tersedia,2024-06-16 13:30:28
pantura tertawa,2,Gak bisa ke indonesia,2024-06-12 23:58:47
Rafmil Az,2,fak cape cape add keranjang gada opsi indo,2024-06-23 21:44:38
Muhammad Rusli,2,Harga bintang lima... Kualitas kaki lima... Di spx harga usd. 7 Di lex harga usd. 7 Di temu usd. 50 Store Branded tidak terlihat sama sekali hanya barang dari mainland china saja 🤣🤣🤣 Temu : shop like a bilionaire 😂😂😂 Auto uninstall,2024-07-01 14:27:37
MUHAMMAD YANI,2,"Tolong di update, Country & Region, INDONESIA.🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",2023-10-17 09:06:48
Erni Octaviani,2,Kenapa saya tidak bisa melakukan pembayaran cash on delivery??,2024-09-09 06:05:03
Andy Andy,2,"Ahh bohong aja lu,barangan mahal semua,",2024-09-12 13:42:25
D 10 NN,2,Barang2 nya fake tidak sesuai ekspektasi,2024-04-20 17:56:07
Abil Abil,2,Iioopeoh itu tidak,2024-08-05 12:39:01
kaizo x,2,Saya tidak suka aplikasi tersebut,2024-10-10 07:48:39
Ade,2,Cannot send items to Indonesia,2024-09-12 09:40:13
Wilpon Putra Mulia,2,Please update for Indonesia,2024-09-08 09:23:22
RNA HADY HZE (HZE HADY),2,Indonesia donk,2024-06-29 14:08:51
Raditya Tirta,2,"Very disappointing, the delivery didn't arrive for almost 3 weeks",2024-06-24 16:58:13
khobar cjr,2,"Hah Why is there no Indonesia? I want to make a purchase but I can't fill in my personal data because my country isn't there, that's Indonesia!!",2024-06-12 15:32:59
Amanda Anggreani,2,No option sending to indonesia yet. So far i will only give 2 star until u improve ^^,2024-04-27 18:18:38
Julia,2,please add Indonesia,2024-03-11 13:42:01
Ach Khotib,2,رسوم الدفع عند الإستلام ٤٥ ريال السعودية مرة غالي,2024-01-25 22:36:26
Enoru Sama,2,There is no chat feature with the seller,2023-12-29 08:25:55
fino darel,2,"Hey developer, try ship this app to Indonesia",2023-04-01 18:05:19
Khaira Nadhifa,2,CANT YOU PLEASE AD AN INDONESIA I REALLY NED IT FOR MY SCOOL PLEASE IM BEGGING YOU TEMU JUST AD AN INDONESIA PLEASE!!. THIS ALL ITEM IS GOD BUT IS CANT DELIFERY TO INDONESIA? IS NOT FAIR TEMU!!?.. I HOPE YOU ADD INDONESIA PLEASE.,2023-03-18 21:57:54
Gracianna Gunawan,2,Waiting for Indonesia..,2023-03-17 20:43:52
Mau Makan,2,Scam kah?,2022-11-15 12:14:09
Moonbhosa,2,"i wanna shoo here, but no Indonesia :( i hope admin can update and add Indonesia. because temu are so cheap :D",2024-05-09 15:16:49
Rottin Brain,2,You better let the other country like Indonesia people can buy 👹,2023-04-04 16:50:50
Yuliani Ivanova,2,Late delivery,2023-12-20 14:20:42
Ridwan Ridwan,2,Ok,2024-08-18 20:51:52
Mr. PEJUANG MAHAR,1,"Bagi yang belum download, lebih baik jangan download temu. Aplikasi sangat buruk Tidak lengkap & harga tidak transparan/jujur. Banyak free gift tapi memaksa harus beli barang senilai rm120 Kuat teruk. Then, kalau nak beli barang U dapat checkout minimal rm20. So kalau beli barang harga kurang dari rm20 tidak dapat checkout. Benar² teruk",2024-09-23 16:25:58
arian ryanz MEDIA,1,apk temu ini pembohong..jika anda mengharapkan barangan gratis.. sepertinya anda buang waktu aja ..anda hanya akan di jadikan bahan promosi gratis mereka..dan anda tidak akan pernah beneran mendapatkan jackpot barang gratis nol rupiah..di buatnya kamu semangat dgn mendapatkan jackpot..dan pada akhirnya itu semua scam..,2024-09-12 20:48:56
Green Hat,1,"Jangan download ini aplikasi penipuan,tak sesuai iklan. harga segitu bukan dapat handphone tapi dapat casing sja. Unisntall lagi baik",2024-09-22 20:15:45
Sugie Antho,1,"aplikasi yg tidak membuat pengguna merasa nyaman, tidak akurat, efektif dan efisien.",2024-10-08 16:04:57
xnnx xn,1,"Apaan ni apk, gak sesuai emg sih murah cuman tuh barang nya gak sesuai",2024-10-10 00:16:36
gie gie,1,"Lah, promo kencang banyak yg download tapi dihapus karena memang gak mendukung pengiriman ke indonesia trus apa gunanya download 😅😅😅😅😅",2024-10-07 10:30:05
Ilham Hambali,1,Banyak iklan dan aplikasi tidak bisa berjalan karena terhalang iklan,2024-10-06 05:14:37
womingpay TV,1,Uninstall dulu krn di Indonesian belum bisa belanja via temu ntar install lagi klo udh bisa,2024-09-26 03:16:08
rofi imam,1,"Sangat buruk, saya mengundang banyak user tetapi tidak dihitung mengundang, menghabiskan waktu saya. Jangan dowload aplikasi ini",2024-09-09 01:50:38
Cupid Love,1,"Ini seharusnya aplikasi tidak muncul di Playstore Indonesia, Indonesia tidak ada pengiriman nya.",2024-07-17 20:38:21
Aliyah Binti trisna,1,"Gak ada pengiriman ke Indonesia. Pantesan berani ngasih barang2 gratis. Pas masukin alamat, ga ada pilihan nya",2024-08-22 19:56:39
Abah Aini,1,Iklan bejibung.. maaf langsung di uninstall,2024-10-09 18:28:13
Ali Kenzo,1,tak sesuai dengan tanggal penghantaran kiriman tanggal 26 September malah belum sampai saat ini,2024-09-27 08:56:20
agus dwi,1,"Tolong pemerintah Indonesia ditolak aplikasi seperti ini masuk kesini, merusak sekali dampaknya bagi UMKM disini. Kalau masuk",2024-10-08 08:33:48
Iwann Hdyt,1,Aplikasi sampah jangan ad yg download,2024-10-09 14:50:38
Riyan Bagas,1,Mengapa tidak tersedia pilihan negara Indonesia dan pembayaran melalui Indonesia rupiah,2024-09-22 18:52:39
bagus wicakson,1,"aplikasi sampah,katanya aplikasi ini yg ngerusak pasar alibaba????pffttt,bahkan lebih buruuk dari aplikasi pemerintah indo,SEO ga jelas,UI bikin orang bingung,terus katanya memudahkan pengguna langsung ke pabriknya??? wkwkwk,nope,belajar dulu pasar terbesar pengguna aplikasi2 dari china di asia tenggara itu siapa ya",2024-06-16 05:08:13
Yanz Yocoo,1,Scam.. tidak tersedia untuk memasukkan nomor Hp Indonesia.,2024-09-24 15:04:04
Muhammad Fatah Al Ghifari,1,"No rekomendet aplikasi gak jelas,sudah mengikuti even malah di curangin gak jelas 🤬",2024-10-07 16:50:07
Galih Pambayun,1,Sayang sekali Shipping ke Indonesia belum ada 😭,2024-10-06 16:31:25
Ahmad Ramli,1,aplikasi bodoh. cari barang2 yang kita mau pun tidak jumpa.,2024-10-01 05:16:14
arya yudhap,1,"Jangan beli import ya kawan kawan, belilah produk lokal. Jangan hanya tergiur barang murah tapi membuat ekonomi kita turun.",2024-10-03 03:53:36
Srimulyo A. (Smatpril),1,"Sebelum kalian buat sign in/registrasi, cek dulu Indonesia di bagian Setting, Country/Region, ternyata: Tidak Ada. Dah, gitu aj. gag usah repot-repot..",2024-06-11 06:21:34
Timor Chanel,1,"Ini adalah aplikasi pembodohan masyarakat, ternyata hadiah yang mereka bagi tidak sesuai dengan apa yang mereka tampilkan di iklan. Lebih baik saya copot saja aplikasi ini",2024-09-17 22:10:45
Nicho Aditya,1,Tidak bisa check out untuk wilayah Indonesia,2024-10-09 21:24:21
He John,1,"Fake aplikasi,saya dapat 100%discount y g di tunjuk barang sampah semua,iklan dpet smrtfhone fake",2024-09-05 18:47:19
Rangga Agustian,1,Jangan pernah coba² download ini karena walaupun kalian nanti memenuhi quest dobol atau invite tmn kalian ga vakalan bisa dapetin reward ny karena kalian tinggal di indo,2024-07-16 15:10:24
Marinti Banni,1,Kepada seluruh rakyat Indonesia tolong jangan kirimkan data dan uang kepada aplikasi ini anak saya yg sedang kulia kena tipu aplikasi ini sebesar 10 jt sampai anak saya pinjam uang dana aplikasi pinjol,2024-09-09 11:22:59
Pian Supiana,1,Kalau apk ini masuk Indonesia wih.... Heboh kali pemain lokal pada klojotan udah lah uninstall aja,2024-07-19 19:22:46
Suryo Nugroho,1,Yg komen bagus2in dia oramg2 perusak pasar.maunya murah.ente bikjn aja sndiri. Sok2an blanja2 online pngen hrga yg lgsung tembua dr pabrik wkwkwk harusnya apk ini di blokir ga boleh masuk play store.hanya orang bodoh sdm rendah yg suka merusak pasar.,2024-07-21 07:11:26
Ajib Laundry,1,Aplikasi ini tersedia di luar negeri bukan Indonesia,2024-08-14 23:48:47
Firdaus Salam,1,"Pada hebohin aplikasi ini, ternyata gak bisa dipake orang indonesia, gak ada indonesia dialamat pengiriman.. Auto uninstall..",2024-06-12 22:57:11
dika angler fishing (dika angler fishing),1,Barang yang saya pesan belum juga sampai.tolong saya mau membatalkan pesanan speaker bluetooth karena tidak akan membeli barang disini dan saya tidak akan membelinya lagi di aplikasi ini!!!,2024-06-19 16:48:56
Aminuddin Al Hafiz,1,"Tidak ada negara Indonesia dalam daftar alamat tujuan. Malaysia ada padahal lebih luas Indonesia, developer aneh.",2024-06-05 22:11:13
Raden Hafidz,1,"Ada diplay store Indonesia, Namun Bukan untuk Target Pasar Indonesia, karena tidak melayani pengiriman ke Indonesia 😂",2024-07-06 10:30:59
Syaiful Mustakim,1,"katanya discount 100% tapi setelah masuk aplikasi tidak di discount 100%,very very sad😭",2024-05-22 05:56:41
Prasetya Adi,1,lebih mahal dari shoope... lebih mahal dari lazada... udah lah gk usah tergiur😂😂😂 klau liat dri barangnya kyk barang KW,2024-06-19 13:09:55
Mister Bodong,1,"Satu kata.. Menyesal.., dan tiada barang gratis..",2024-09-19 09:18:44
S Warman,1,"Seharusnya dihapus aja dari PS Indonesia, bikin rusak harga di Indonesia nih kasian UMKM Indonesia",2024-08-12 05:20:54
Hidayatullah Ibrahim,1,Aplikasi sungguh buruk tidak menjanjikan,2024-10-03 19:31:34
Rahmansyah Danendan,1,"Aplikaso kon*ol, jelek nggak bisa menyesuaikan dimana lokasi pelanggan. kan gob*og, tolo*",2024-09-10 09:39:00
Moko Yosef,1,"Tak ada harga iphone tu murah,salah satu apk scammer",2024-10-05 11:41:26
kevin jeremiah,1,Cintailah ploduk produk indonesia,2024-10-09 18:29:29
Alfian Restu Cahyadi,1,Belum ada region Indonesia,2024-10-09 14:18:51
Sheldin Bfiveti,1,"mending belanja yang sudah ada dan berjalan saja. harga juga sama sama saja! uh, dan juga belum ada eegion Indonesia nya juga.",2024-09-15 09:38:07
Edy Syah putra Putra,1,Apl ini juga kalaw mau tawarkan promo itu jangan memaksa kita harus belanja barang sekian picis baru boleh mendapatkan discaon..itu nanya pemaksaan.seharusnya kita mau beli jadi tidak mau beli.karena apa...brang yang ditawarkan terlalu bnya jumlahnya.kiat mau beli 1 aja.tapi yang di apl.harus ikuti aturan.jika kita mau mendapatkan discaon ya sama aja pemaksaan.itu namanya kalian mau jual produk dengan cara kalian.tapi tidak semua orang suka dengan sistem kalian,2024-09-21 04:02:48
Mohamad Usman Yusuf,1,Jangan download aplikasi ini. Belilah di marketplace lokal untuk UMKM kita,2024-10-08 06:12:11
Iron koprol,1,"tipu, xboleh percaya ini apk bnyak tipu,,,",2024-09-27 00:23:54
Rendi Saputra,1,Mahal gila nak mampus barang2 dekat sini dan dia bagi game macam cilaka Korang Jangan download ni secamer ni,2024-10-04 14:03:18
Ayu Nur Aini,1,Buat kalian jangan beli produk. Aplikasi ini sangat merusak UMKM indo. Beli lah produk sendiri pake aplikasi toko pedia,2024-09-08 14:40:31
Yanto Yanto,1,"Mau daftar pake Nomer Indonesia +62 , Tidak bisa Tidak ada indonesia, karna belum masuk resmi di indonesia. Jadi saya Hapus Aplikasi nya",2024-07-22 20:30:20
Nay Robby Adilla,1,"gajelas apk gaada pengiriman ke indo, warga indo gausa download apk gajelas ini, mubazir kouta kalian aja",2024-08-16 20:01:24
MARAPU ID,1,Untuk negara indonesia belum bisa,2024-09-12 15:11:54
Nuryanti Hadiwijoyo,1,"Aplikasi sampah penipu, apakah logika harga iphone seharga casing. Auto uninstall",2024-09-29 23:00:44
Salsabilah Regina,1,Gak ada pengiriman ke indonesia,2024-08-14 22:04:26
Ali,1,aplikasi nipu ..katanya diskon ..penipuan jangan download,2024-09-15 21:55:15
bambang dwi pamuji,1,"99,9% gak kelar2 biarpun ngeaher kebanyak teman🤦 saya merasa dimanfaatkan menjadi sales",2024-08-26 13:00:31
evian samara,1,Sayang untuk destinasi Indonesia tidak ada,2024-09-13 00:11:10
megah holding,1,Aplikasi byak menipu.byak iklan,2024-09-13 16:49:54
Anto Anto,1,Aplikasi tipu tipu .... Aplikasi tak patut.,2024-09-18 02:34:12
firly an,1,Tidak ada untuk wilayah Indonesia..,2024-09-10 20:51:20
Calestia Reyn,1,"siot, kata iphone 15 9.90 15/9. bila aku tunggu sold out lak. Sia sia je.",2024-09-15 18:04:10
Paijo Haryadi,1,Region Indonesia kok nggak ada ya?,2024-09-10 22:30:05
Poter Will,1,Gak bisa kirim ke Indo,2024-09-10 21:20:19
Kha (A'ae),1,belum ada di indonesia,2024-09-23 23:41:04
Sumardi Sumardi,1,Ga BISA BASA INGGRIS 😭😭,2024-09-27 05:41:55
akun pelajar,1,gw saranin jangan download aplikasi ini aplikasi ini ya soalnya aplikasi ini di buat dari China untuk menghancurkan perdagangan Indonesia kalau bisa jangan beli barang di tiktok shop juga ya soalnya itu di buat sama orang China juga kalau bisa tiktok di uninstall aja yaa demi keamanan Indonesia 😄🙏 bukan menghancurkan hidup orang ini demi Indonesia please 😄🙏,2024-06-29 11:31:26
Kimy Kimy,1,penipu tablet dapat 9 ringit dah tekan 300 lebih tak layak buat blanje .,2024-08-26 11:57:56
Nia Fitri,1,"Burrrrrukkk aplikasi bnyk tipu... ada ip murah, tpi syrat ny gx cukup 1 njir",2024-08-23 04:09:06
Milvin Joseph,1,Tidak bagus tidak dapat barang percuma,2024-07-30 17:27:18
R. Abdi Cherbon,1,Tidak support untuk Indonesia,2024-09-07 19:04:57
Jawahir Aziz,1,ga bisa kalo di indonesia,2024-08-04 12:55:01
Peri Saputra,1,Tidak tersedia untuk alamat indonesia,2024-09-07 00:00:14
Putri Adelia,1,"Paket tak nak kirim balik lah, cencel je cam tu, hilang dah voucher dengan barang sekali Shoppee still the best",2024-06-13 09:28:45
ayu ss,1,"APLIKASI YANG SANGAT BERBAHAYA BAGI EKONOMI NEGARA, JANGAN BODOH DENGAN MEMBIARKAN APLIKASI INI MENJAJAH EKONOMI KITA SEMUA. KLIK REPORT/LAPORKAN",2024-07-16 22:30:25
Niken Neha,1,Ini gak ada nomer dari Indonesia,2024-09-09 16:20:39
Totally For sport,1,Pasar indonesia tidak ada,2024-08-04 23:44:35
edho fabima97,1,Nggak ada negara Indonesia disini,2024-08-22 09:43:17
i Made Krisna Sri Jaya,1,Klu bisa fix Inflasi Indonesia,2024-09-14 06:32:20
muhyidin kay,1,Tidak tersedia/ belum support buat kirim ke alamat Indonesia..,2024-06-28 12:13:06
Roni Asik,1,"Saya ragu dengan aplikasi ini, lain yang saya cari, lain yang keluar.. Mungkinkah ada potensi penipuan?",2024-06-23 11:36:14
Rama Hizaki,1,"Tidak ada negara Indonesia, saya kesusahan untuk membayarnya.",2024-06-14 07:32:57
Toyib Rahman,1,Saya 2 order gak dikirim2.. Aneh,2024-09-14 10:54:10
Khoirul Ymt,1,"Kwalitas barang nya kurang bagus . Beli memory card gak bisa di pake. Beli celana panjang , beli sarung tangan kerja bahan nya mengecewakan",2024-06-21 22:32:53
Winda Vino,1,"aplikasi kurang ajar masa disuruh top up smpai 1jt lebih pas di tarik gak bisa, bvngsat",2024-08-06 16:12:58
Fuikian Loong,1,Cakap free gift kuat tipu Jak app ni jangan mau belanja di sini. Diskon pun tipu. Punya. Harga lagi mahal dari shopee lazada barang sama pun 👎👎👎👎. Voucher pun tipu punya. Memang app tak guna. Kuat tipu,2024-07-15 09:47:50
TEMU PENIPU LANCAW,1,"APLIKASI BDOH NI BUANG2 MASA SAJA MAIN NYA, GAK ADA BAUCER, HARGA BRANG2 MAHAL NAK MAMPOS, PDAHAL ITEM SAMA SAJA MCM YG SHOPE DN TIKTOK TPI HRGA SELANGIT",2024-07-29 00:14:18
Izham Khalik,1,Kayak anjing bergonggong. Slalu iklan iphon 9.90 kepala bapak kau. Aplikasi menyampah,2024-09-20 23:05:09
Repa Malasari,1,app sampah..jangan dowload.scam,2024-08-16 23:13:43
Edi Maskurillah,1,"Barang memang bagus bagus namun menggunakan jasa pengiriman yg kurang tepat, kadang barang tak sampai, suruh ambek sendiri, malas mau order",2024-06-18 15:40:05
Dian T Indrawan,1,"Terlalu sering meminta verifikasi, sering bug, harga juga mahal",2024-09-08 01:22:40
Sang Elang,1,Tidak ada di Indonesia,2024-08-11 13:39:34
Ismayil Ismayil,1,Katanya datang 2 jam tapi malah 3 jam,2024-06-25 04:22:53
Jer,1,Kok ga bisa kirim ke indonesia?,2024-09-06 11:12:35
Reyza Pratama,1,"Aplikasi nyaa gak bagus, gk ada pengirimannya keindonesia , dan translate keindonesia gak ada jugak",2023-11-25 01:55:35
mursiddin 16,1,Udah ngundang 8 org tapi masih tidak bisa nge klem kupon gratis 5 barang cekout . Progam misi game penipuan,2023-09-12 19:11:02
Alnajil Peace,1,Susah mau batal barang sudah batal pun di hantar jugak saya sangat kecewa dengan aplikasi ini,2024-07-01 17:06:52
abang Raffa,1,Payah banget ini aplikasi cina gak bisa apa nego sama pejabat Indonesia biar bisa masuk ke Indonesia... Kan pejabat indo mah paling Gampang bgt klo di ajak nego,2024-08-07 09:01:10
Ham Dani,1,"Mau cari barang yang kita nak x jumpa"" malahan yg keluar barang lain",2024-07-11 09:29:39
KrishnaHandika TV,1,"pesanan saya blm datang sampai sekarang, saya sudah bayar tapi tidak datang sudah hampir 2 Minggu",2024-09-10 05:39:26
Afzal Faqih,1,Ga ada bahasa Indonesia nya susah untuk di mengerti,2024-09-26 11:20:11
Cvcv Xxcc,1,App scam.jangan dowload..penipuan,2024-08-16 23:19:32
Jhon Man,1,Barang memang murah.tapi tidak boleh cod.sama sahaja tipu.kita orang miskin.tidak boleh order barang kalau tidak bayar pakai cat atau bank.susah kalau tidak ada cod. Menyesal saya Donwloat aplikasi temu ini.rugi internet sudah internet saya,2024-09-12 11:05:56
Hana rosyana,1,"Untuk produk jaket dan elektronik kualitasnya jelek tapi untuk produk lain lumayan , cara brilian meniadakan distributor dan pedagang ritel ,👍",2024-07-21 00:18:22
faris basir,1,"Apa juga di bilang akan merusak pasar UMKM bahasa dan negara indonesia aja gak ada di aplikasi.,😂",2024-06-22 13:37:27
Cemilan Mentari,1,"Promo tipu tipu, dapat free headphone tapi kena beli barang di atas RM100 🤪",2024-09-11 18:25:19
YOUNG ART,1,"Aplikasi penipuan, gak guna, sampah di playstore",2024-10-06 08:46:39
Andy Syahputra,1,Ayo download dan belanja di temu biar phk di indonesia semakin ramai dan tertipu uang anda saat belanja🤣🤣🤣🤣🤣,2024-10-09 17:15:57
Erik Eks,1,Iklan nya bikin risih! apk gak guna! jangan di install,2024-06-05 21:23:26
Cimfingerstyle 08,1,"Sangat kecewa apk tipu ini,,yang di pesen apa yang datang apa",2024-09-12 17:26:29
Alif Wardana,1,"Memang menguntungkan konsumen, Tapi menghancurkan pabrik² lokal & umkm lokal . Otomatis akan menaikkan angka pengangguran . Konsumen cerdas, sampe kapan mw jdi konsumen trus ? Emg lu kagak mau muter duit lu dgn jdi wirausaha .",2024-06-14 20:29:13
Ari Prakoso,1,Jangan instal aplikasi Dajjal ini harga mencekik,2024-06-05 12:05:32
Tottemo dayat,1,Indonesia kok tidak ada dalam data negara ya,2024-06-11 10:27:27
Ayu Vidi,1,Stop masuk ke indo yang bisa merusak UMKM lokal indonesia,2024-06-23 10:04:54
Damie ARIF,1,Satu dulu nnti klo ok saya akan tambahkan lagi,2024-05-05 00:22:10
anjing asd,1,"beli aapa sekarang gampang tapi jangan d bodohi karna produk luar, cintai produk dalam negri",2024-08-13 11:09:16
Moonton Id,1,Lague indonesia gak ada,2024-06-22 12:06:43
Aditya tama,1,Jangan pernah coba2 cari gratisan disini. Kalau ngk mau waktu dan tenagamu terbuang sia2 hanya untuk aplikasi scam ponz.... ini,2023-09-22 10:11:34
adhi adhott,1,"Penipu bodoh, jangan percaya",2024-08-31 21:42:43
Tiana Juliana,1,Ngerefferal gak masuk satupun padahal si refferal sudah klik link dan daftar tapi kagak masuk satupun vangke,2023-04-28 09:15:29
Tiara Putri,1,Barang 2 bulan gak sampe,2024-06-17 18:41:39
Clara Xia,1,"PEMBOHONG,, LEBIH BAIK JANGAN DI DOWNLOAD APLIKASI INI. DARI PADA LOE MENYESAL.",2024-09-28 22:57:53
Imus,1,Aplikasi anjink guwe abis rm 50 awal ny seneng eh sekali di bukak isinya kesing doang emng aplikasi babi,2024-09-27 12:13:05
Khuncara Hadinatha,1,Indonesia belum tersedia bagaimana ini?,2024-07-08 19:42:53
Maz iqbal Iki lohhh,1,Banyak penipuan,2024-09-02 07:34:23
Kings Crowns,1,tidak untuk negara Indonesia ya guys. yang di indo jangan download.,2024-08-09 21:35:35
Susi Andriyani,1,Apl bohong semua tipu discount tak sesuai dgn iklan,2024-09-15 06:17:21
Sam Saja,1,"Hoaxxx, tak Ade tu IP 15 harga RM 9.90",2024-09-11 21:18:55
Winda Holifatul,1,Penipu nih aplikasi,2024-09-24 10:53:29
Reina,1,Maksih info nya jadi aku gak jadi download deh hhhh,2024-10-02 12:15:40
BOLOKU VLOG,1,Tidak rekomended ! Poin tidak diberikan sia2 saja. Uninstall,2023-09-17 19:41:01
Abramalexsanderhutapea Abram,1,Apk gk jelas dongok Tah apa aja gk jelas mau pesan barang eh gk bisa kirim ke Indonesia lain x emang GK usah penipu,2024-09-13 14:45:43
Fatika Nadya Pradipta,1,nomor telepon tidak berfungsi dengan baik!!!!!!!!!!!,2023-09-21 22:41:01
youtube channel,1,Indonesia tidak ada.,2024-07-04 14:18:51
AAN pangareho,1,Terlalu ribet,2024-08-05 10:56:14
69 21,1,"Tidak ada barang branded, semua barang china",2024-05-31 01:48:20
Jono Joni,1,Pengisian alamat tidak ada negara Indonesia,2024-09-12 13:09:38
Mohd Herman,1,scam hidup2,2024-09-29 15:47:55
Wal Wald,1,Pukiiii mkk kau penipu,2024-09-09 17:18:50
Desta Aulia,1,"Tolong agar orang orang di daerah Indonesia bisa membeli,setelah bisa,maka saya akan memberikan ulasan bintang 5 :((",2023-03-17 20:31:14
Bagus Kristiyanto,1,Jangan di instal untuk warga indo kita bantu umum kita.,2024-09-10 20:36:47
Ahmad anggito abimanyu,1,"Jangan sampai temu masuk ke indo, bisa merusak ekosistem UMKM.",2024-10-09 10:25:50
Saputra Firmansyah,1,"Aplikasi Ngebikin Monopoli ini bro Endingnya, percaya dh",2024-10-06 10:29:44
helin Ini,1,Penipuan tidak sesuai iklan 🤬,2024-09-29 04:24:59
slot judi,1,tolong report aplikasi ini scam,2024-09-19 01:09:02
Hendra Sagitarius1212,1,Ini aplikasi gak jelas ini di blil hp yg dtang kesing aja ajing😡,2024-09-28 15:31:14
Hari yanto,1,Belum dilegalkan di Indonesia,2024-10-09 09:11:27
Axelfarerra Backup,1,Apaan dah gaje bet gblk nomor hp aja gabisa dimasukin ada² aja nih app jangan di download kalau kalian Indonesia,2023-07-03 17:49:36
Yogi Saputra,1,Buat orang indonesia jangan percaya sama aplikasi ini...modus penipuan cok,2024-07-21 21:33:17
chef Mujid A Surya,1,"Loadingnya lama banget, padahal masih di Saudi",2023-12-30 17:19:15
Dep RecalL,1,Aplikasi penipu macam tak betul tipu tipu si4L,2024-09-17 08:44:14
Dyana 7896,1,Tulisan arab smua g ada tulisan English,2023-10-10 22:11:17
